Timestamp,XP
2025-02-21 20:43:29,"30,735,086,019 XP"
2025-02-21 20:44:29,"30,739,750,855 XP"
2025-02-21 20:45:29,"30,744,345,947 XP"
2025-02-21 20:46:29,"30,748,979,787 XP"
2025-02-21 20:47:29,"30,753,660,114 XP"
2025-02-21 20:48:29,"30,758,324,935 XP"
2025-02-21 20:49:29,"30,762,943,267 XP"
2025-02-21 20:50:29,"30,767,623,596 XP"
2025-02-21 20:51:29,"30,772,296,173 XP"
2025-02-21 20:52:29,"30,776,922,251 XP"
2025-02-21 20:53:29,"30,781,556,089 XP"
2025-02-21 20:54:29,"30,786,220,918 XP"
2025-02-21 20:55:29,"30,790,901,255 XP"
2025-02-21 20:56:29,"30,795,535,090 XP"
2025-02-21 20:57:29,"30,800,153,423 XP"
2025-02-21 20:58:29,"30,804,818,253 XP"
2025-02-21 20:59:29,"30,809,467,583 XP"
2025-02-21 21:00:29,"30,814,385,383 XP"
2025-02-21 21:01:29,"30,819,625,527 XP"
2025-02-21 21:02:29,"30,824,839,597 XP"
2025-02-21 21:03:29,"30,830,053,686 XP"
2025-02-21 21:04:29,"30,835,302,526 XP"
2025-02-21 21:05:29,"30,840,481,848 XP"
2025-02-21 21:06:29,"30,845,678,545 XP"
2025-02-21 21:07:29,"30,850,910,010 XP"
2025-02-21 21:08:29,"30,856,132,779 XP"
2025-02-21 21:09:29,"30,861,390,306 XP"
2025-02-21 21:10:29,"30,866,578,313 XP"
2025-02-21 21:11:29,"30,871,757,629 XP"
2025-02-21 21:12:29,"30,877,032,541 XP"
2025-02-21 21:13:29,"30,882,211,855 XP"
2025-02-21 21:14:29,"30,887,408,553 XP"
2025-02-21 21:15:29,"30,892,631,336 XP"
2025-02-21 21:16:29,"30,897,828,027 XP"
2025-02-21 21:17:30,"30,903,111,629 XP"
2025-02-21 21:18:30,"30,908,282,254 XP"
2025-02-21 21:19:30,"30,913,470,280 XP"
2025-02-21 21:20:30,"30,918,727,811 XP"
2025-02-21 21:21:30,"30,923,959,271 XP"
2025-02-21 21:22:30,"30,929,129,898 XP"
2025-02-21 21:23:30,"30,934,404,815 XP"
2025-02-21 21:24:30,"30,939,575,444 XP"
2025-02-21 21:25:30,"30,944,832,968 XP"
2025-02-21 21:26:30,"30,950,020,969 XP"
2025-02-21 21:27:30,"30,955,200,286 XP"
2025-02-21 21:28:30,"30,960,466,512 XP"
2025-02-21 21:29:30,"30,965,645,828 XP"
2025-02-21 21:30:30,"30,970,833,838 XP"
2025-02-21 21:31:30,"30,976,108,754 XP"
2025-02-21 21:32:30,"30,981,288,074 XP"
2025-02-21 21:33:30,"30,986,562,988 XP"
2025-02-21 21:34:30,"30,991,742,311 XP"
2025-02-21 21:35:30,"30,996,930,315 XP"
2025-02-21 21:36:30,"31,002,205,219 XP"
2025-02-21 21:37:30,"31,007,393,224 XP"
2025-02-21 21:38:30,"31,012,563,864 XP"
2025-02-21 21:39:30,"31,017,838,769 XP"
2025-02-21 21:40:30,"31,023,018,083 XP"
2025-02-21 21:41:30,"31,028,206,094 XP"
2025-02-21 21:42:30,"31,033,480,998 XP"
2025-02-21 21:43:30,"31,038,651,631 XP"
2025-02-21 21:44:30,"31,043,917,851 XP"
2025-02-21 21:45:30,"31,049,071,099 XP"
2025-02-21 21:46:30,"31,054,346,013 XP"
2025-02-21 21:47:30,"31,059,525,334 XP"
2025-02-21 21:48:30,"31,064,722,029 XP"
2025-02-21 21:49:30,"31,069,979,559 XP"
2025-02-21 21:50:30,"31,075,219,715 XP"
2025-02-21 21:51:30,"31,080,407,717 XP"
2025-02-21 21:52:30,"31,085,595,721 XP"
2025-02-21 21:53:30,"31,090,844,555 XP"
2025-02-21 21:54:30,"31,096,023,881 XP"
2025-02-21 21:55:30,"31,101,290,103 XP"
2025-02-21 21:56:30,"31,106,478,105 XP"
2025-02-21 21:57:30,"31,111,700,871 XP"
2025-02-21 21:58:30,"31,116,880,198 XP"
2025-02-21 21:59:30,"31,122,146,414 XP"
2025-02-21 22:00:30,"31,127,153,113 XP"
2025-02-21 22:01:30,"31,131,958,524 XP"
2025-02-21 22:02:30,"31,136,852,640 XP"
2025-02-21 22:03:30,"31,141,649,994 XP"
2025-02-21 22:04:30,"31,146,536,016 XP"
2025-02-21 22:05:30,"31,151,349,487 XP"
2025-02-21 22:06:30,"31,156,154,900 XP"
2025-02-21 22:07:30,"31,161,049,021 XP"
2025-02-21 22:08:30,"31,165,846,372 XP"
2025-02-21 22:09:30,"31,170,732,410 XP"
2025-02-21 22:10:30,"31,175,537,820 XP"
2025-02-21 22:11:30,"31,180,391,602 XP"
2025-02-21 22:12:30,"31,185,221,197 XP"
2025-02-21 22:13:30,"31,190,034,676 XP"
2025-02-21 22:14:30,"31,194,928,776 XP"
2025-02-21 22:15:30,"31,199,701,933 XP"
2025-02-21 22:16:30,"31,204,571,841 XP"
2025-02-21 22:17:30,"31,209,449,822 XP"
2025-02-21 22:18:30,"31,214,239,107 XP"
2025-02-21 22:19:30,"31,219,117,098 XP"
2025-02-21 22:20:31,"31,223,954,758 XP"
2025-02-21 22:21:31,"31,228,735,980 XP"
2025-02-21 22:22:31,"31,233,605,896 XP"
2025-02-21 22:23:31,"31,238,467,747 XP"
2025-02-21 22:24:31,"31,243,257,030 XP"
2025-02-21 22:25:31,"31,248,151,142 XP"
2025-02-21 22:26:31,"31,252,996,861 XP"
2025-02-21 22:27:31,"31,257,778,085 XP"
2025-02-21 22:28:31,"31,262,639,929 XP"
2025-02-21 22:29:31,"31,267,501,771 XP"
2025-02-21 22:30:31,"31,272,307,178 XP"
2025-02-21 22:31:31,"31,277,177,099 XP"
2025-02-21 22:32:31,"31,281,966,388 XP"
2025-02-21 22:33:31,"31,286,844,360 XP"
2025-02-21 22:34:31,"31,291,641,710 XP"
2025-02-21 22:35:31,"31,296,503,566 XP"
2025-02-21 22:36:31,"31,301,381,558 XP"
2025-02-21 22:37:31,"31,306,170,840 XP"
2025-02-21 22:38:31,"31,311,048,810 XP"
2025-02-21 22:39:31,"31,315,838,082 XP"
2025-02-21 22:40:31,"31,320,708,003 XP"
2025-02-21 22:41:31,"31,325,585,978 XP"
2025-02-21 22:42:31,"31,330,367,190 XP"
2025-02-21 22:43:31,"31,335,237,105 XP"
2025-02-21 22:44:31,"31,340,018,326 XP"
2025-02-21 22:45:31,"31,344,896,296 XP"
2025-02-21 22:46:31,"31,349,774,275 XP"
2025-02-21 22:47:31,"31,354,555,499 XP"
2025-02-21 22:48:31,"31,359,409,291 XP"
2025-02-21 22:49:31,"31,364,287,260 XP"
2025-02-21 22:50:31,"31,369,116,862 XP"
2025-02-21 22:51:31,"31,373,938,386 XP"
2025-02-21 22:52:31,"31,378,800,229 XP"
2025-02-21 22:53:31,"31,383,581,443 XP"
2025-02-21 22:54:31,"31,388,459,426 XP"
2025-02-21 22:55:31,"31,393,248,702 XP"
2025-02-21 22:56:31,"31,398,126,675 XP"
2025-02-21 22:57:31,"31,402,988,519 XP"
2025-02-21 22:58:31,"31,407,777,796 XP"
2025-02-21 22:59:31,"31,412,655,774 XP"
2025-02-21 23:00:31,"31,417,639,787 XP"
2025-02-21 23:01:31,"31,422,910,600 XP"
2025-02-21 23:02:31,"31,428,094,436 XP"
2025-02-21 23:03:31,"31,433,313,062 XP"
2025-02-21 23:04:31,"31,438,566,473 XP"
2025-02-21 23:05:31,"31,443,750,313 XP"
2025-02-21 23:06:31,"31,449,029,821 XP"
2025-02-21 23:07:31,"31,454,222,359 XP"
2025-02-21 23:08:31,"31,459,406,203 XP"
2025-02-21 23:09:31,"31,464,677,012 XP"
2025-02-21 23:10:31,"31,469,860,854 XP"
2025-02-21 23:11:31,"31,475,062,081 XP"
2025-02-21 23:12:31,"31,480,341,590 XP"
2025-02-21 23:13:31,"31,485,534,121 XP"
2025-02-21 23:14:31,"31,490,717,959 XP"
2025-02-21 23:15:31,"31,495,988,764 XP"
2025-02-21 23:16:31,"31,501,189,995 XP"
2025-02-21 23:17:31,"31,506,408,615 XP"
2025-02-21 23:18:31,"31,511,644,640 XP"
2025-02-21 23:19:31,"31,516,845,870 XP"
2025-02-21 23:20:31,"31,522,081,888 XP"
2025-02-21 23:21:31,"31,527,291,820 XP"
2025-02-21 23:22:31,"31,532,493,054 XP"
2025-02-21 23:23:31,"31,537,737,779 XP"
2025-02-21 23:24:32,"31,542,939,006 XP"
2025-02-21 23:25:32,"31,548,192,423 XP"
2025-02-21 23:26:32,"31,553,376,260 XP"
2025-02-21 23:27:32,"31,558,612,284 XP"
2025-02-21 23:28:32,"31,563,839,619 XP"
2025-02-21 23:29:32,"31,569,058,244 XP"
2025-02-21 23:30:32,"31,574,233,389 XP"
2025-02-21 23:31:32,"31,579,512,902 XP"
2025-02-21 23:32:32,"31,584,705,435 XP"
2025-02-21 23:33:32,"31,589,906,665 XP"
2025-02-21 23:34:32,"31,595,168,784 XP"
2025-02-21 23:35:32,"31,600,361,310 XP"
2025-02-21 23:36:32,"31,605,562,543 XP"
2025-02-21 23:37:32,"31,610,833,358 XP"
2025-02-21 23:38:32,"31,616,017,197 XP"
2025-02-21 23:39:32,"31,621,201,032 XP"
2025-02-21 23:40:32,"31,626,480,542 XP"
2025-02-21 23:41:32,"31,631,664,376 XP"
2025-02-21 23:42:32,"31,636,926,492 XP"
2025-02-21 23:43:32,"31,642,127,729 XP"
2025-02-21 23:44:32,"31,647,311,562 XP"
2025-02-21 23:45:32,"31,652,591,068 XP"
2025-02-21 23:46:32,"31,657,774,913 XP"
2025-02-21 23:47:32,"31,662,967,447 XP"
2025-02-21 23:48:32,"31,668,246,961 XP"
2025-02-21 23:49:32,"31,673,422,091 XP"
2025-02-21 23:50:32,"31,678,658,114 XP"
2025-02-21 23:51:32,"31,683,894,129 XP"
2025-02-21 23:52:32,"31,689,095,361 XP"
2025-02-21 23:53:32,"31,694,357,477 XP"
2025-02-21 23:54:32,"31,699,523,916 XP"
2025-02-21 23:55:32,"31,704,794,728 XP"
2025-02-21 23:56:32,"31,709,969,859 XP"
2025-02-21 23:57:32,"31,715,240,676 XP"
2025-02-21 23:58:32,"31,720,415,813 XP"
2025-02-21 23:59:32,"31,725,677,933 XP"
2025-02-22 00:00:32,"31,730,935,624 XP"
2025-02-22 00:01:32,"31,736,271,825 XP"
2025-02-22 00:02:32,"31,741,706,673 XP"
2025-02-22 00:03:32,"31,747,123,591 XP"
2025-02-22 00:04:32,"31,752,468,757 XP"
2025-02-22 00:05:32,"31,757,813,926 XP"
2025-02-22 00:06:32,"31,763,239,806 XP"
2025-02-22 00:07:32,"31,768,584,974 XP"
2025-02-22 00:08:32,"31,774,019,822 XP"
2025-02-22 00:09:32,"31,779,356,021 XP"
2025-02-22 00:10:32,"31,784,790,873 XP"
2025-02-22 00:11:32,"31,790,136,037 XP"
2025-02-22 00:12:32,"31,795,570,892 XP"
2025-02-22 00:13:32,"31,800,916,056 XP"
2025-02-22 00:14:32,"31,806,261,222 XP"
2025-02-22 00:15:32,"31,811,696,075 XP"
2025-02-22 00:16:32,"31,817,041,238 XP"
2025-02-22 00:17:32,"31,822,467,123 XP"
2025-02-22 00:18:32,"31,827,803,320 XP"
2025-02-22 00:19:32,"31,833,238,172 XP"
2025-02-22 00:20:32,"31,838,565,403 XP"
2025-02-22 00:21:32,"31,843,946,442 XP"
2025-02-22 00:22:32,"31,849,354,386 XP"
2025-02-22 00:23:32,"31,854,708,527 XP"
2025-02-22 00:24:32,"31,860,116,469 XP"
2025-02-22 00:25:32,"31,865,506,483 XP"
2025-02-22 00:26:32,"31,870,887,523 XP"
2025-02-22 00:27:33,"31,876,232,688 XP"
2025-02-22 00:28:33,"31,881,649,605 XP"
2025-02-22 00:29:33,"31,886,994,769 XP"
2025-02-22 00:30:33,"31,892,420,653 XP"
2025-02-22 00:31:33,"31,897,765,816 XP"
2025-02-22 00:32:33,"31,903,200,666 XP"
2025-02-22 00:33:33,"31,908,536,863 XP"
2025-02-22 00:34:33,"31,913,971,715 XP"
2025-02-22 00:35:33,"31,919,316,884 XP"
2025-02-22 00:36:33,"31,924,742,764 XP"
2025-02-22 00:37:33,"31,930,078,964 XP"
2025-02-22 00:38:33,"31,935,477,942 XP"
2025-02-22 00:39:33,"31,940,858,982 XP"
2025-02-22 00:40:33,"31,946,213,114 XP"
2025-02-22 00:41:33,"31,951,639,001 XP"
2025-02-22 00:42:33,"31,956,975,198 XP"
2025-02-22 00:43:33,"31,962,392,114 XP"
2025-02-22 00:44:33,"31,967,728,308 XP"
2025-02-22 00:45:33,"31,973,163,161 XP"
2025-02-22 00:46:33,"31,978,508,332 XP"
2025-02-22 00:47:33,"31,983,943,179 XP"
2025-02-22 00:48:33,"31,989,270,412 XP"
2025-02-22 00:49:33,"31,994,705,260 XP"
2025-02-22 00:50:33,"32,000,086,300 XP"
2025-02-22 00:51:33,"32,005,422,500 XP"
2025-02-22 00:52:33,"32,010,812,508 XP"
2025-02-22 00:53:33,"32,016,220,452 XP"
2025-02-22 00:54:33,"32,021,556,654 XP"
2025-02-22 00:55:33,"32,026,991,503 XP"
2025-02-22 00:56:33,"32,032,327,706 XP"
2025-02-22 00:57:33,"32,037,762,553 XP"
2025-02-22 00:58:33,"32,043,098,752 XP"
2025-02-22 00:59:33,"32,048,533,602 XP"
2025-02-22 01:00:33,"32,053,708,055 XP"
2025-02-22 01:01:33,"32,058,846,160 XP"
2025-02-22 01:02:33,"32,063,899,468 XP"
2025-02-22 01:03:33,"32,069,037,571 XP"
2025-02-22 01:04:33,"32,074,073,928 XP"
2025-02-22 01:05:33,"32,079,127,238 XP"
2025-02-22 01:06:33,"32,084,265,343 XP"
2025-02-22 01:07:33,"32,089,318,653 XP"
2025-02-22 01:08:33,"32,094,439,798 XP"
2025-02-22 01:09:33,"32,099,510,074 XP"
2025-02-22 01:10:33,"32,104,580,342 XP"
2025-02-22 01:11:33,"32,109,718,445 XP"
2025-02-22 01:12:33,"32,114,763,283 XP"
2025-02-22 01:13:33,"32,119,892,910 XP"
2025-02-22 01:14:33,"32,124,937,744 XP"
2025-02-22 01:15:33,"32,130,075,846 XP"
2025-02-22 01:16:33,"32,135,120,677 XP"
2025-02-22 01:17:33,"32,140,258,773 XP"
2025-02-22 01:18:33,"32,145,295,142 XP"
2025-02-22 01:19:33,"32,150,433,237 XP"
2025-02-22 01:20:33,"32,155,520,461 XP"
2025-02-22 01:21:33,"32,160,573,783 XP"
2025-02-22 01:22:33,"32,165,644,049 XP"
2025-02-22 01:23:33,"32,170,773,677 XP"
2025-02-22 01:24:33,"32,175,810,032 XP"
2025-02-22 01:25:33,"32,180,956,604 XP"
2025-02-22 01:26:33,"32,186,009,922 XP"
2025-02-22 01:27:33,"32,191,122,586 XP"
2025-02-22 01:28:33,"32,196,184,370 XP"
2025-02-22 01:29:33,"32,201,297,050 XP"
2025-02-22 01:30:34,"32,206,358,836 XP"
2025-02-22 01:31:34,"32,211,479,977 XP"
2025-02-22 01:32:34,"32,216,550,247 XP"
2025-02-22 01:33:34,"32,221,645,956 XP"
2025-02-22 01:34:34,"32,226,767,094 XP"
2025-02-22 01:35:34,"32,231,820,406 XP"
2025-02-22 01:36:34,"32,236,899,154 XP"
2025-02-22 01:37:34,"32,241,986,381 XP"
2025-02-22 01:38:34,"32,247,124,478 XP"
2025-02-22 01:39:34,"32,252,177,787 XP"
2025-02-22 01:40:34,"32,257,265,010 XP"
2025-02-22 01:41:34,"32,262,352,234 XP"
2025-02-22 01:42:34,"32,267,439,460 XP"
2025-02-22 01:43:34,"32,272,526,685 XP"
2025-02-22 01:44:34,"32,277,656,307 XP"
2025-02-22 01:45:34,"32,282,701,144 XP"
2025-02-22 01:46:34,"32,287,830,771 XP"
2025-02-22 01:47:34,"32,292,875,608 XP"
2025-02-22 01:48:34,"32,297,979,786 XP"
2025-02-22 01:49:34,"32,303,058,543 XP"
2025-02-22 01:50:34,"32,308,154,252 XP"
2025-02-22 01:51:34,"32,313,207,570 XP"
2025-02-22 01:52:34,"32,318,286,318 XP"
2025-02-22 01:53:34,"32,323,398,977 XP"
2025-02-22 01:54:34,"32,328,537,082 XP"
2025-02-22 01:55:34,"32,333,581,917 XP"
2025-02-22 01:56:34,"32,338,720,020 XP"
2025-02-22 01:57:34,"32,343,747,896 XP"
2025-02-22 01:58:34,"32,348,886,003 XP"
2025-02-22 01:59:34,"32,353,922,358 XP"
2025-02-22 02:00:34,"32,358,906,810 XP"
2025-02-22 02:01:34,"32,363,671,227 XP"
2025-02-22 02:02:34,"32,368,515,714 XP"
2025-02-22 02:03:34,"32,373,272,135 XP"
2025-02-22 02:04:34,"32,378,108,623 XP"
2025-02-22 02:05:34,"32,382,945,104 XP"
2025-02-22 02:06:34,"32,387,709,519 XP"
2025-02-22 02:07:34,"32,392,545,995 XP"
2025-02-22 02:08:34,"32,397,302,405 XP"
2025-02-22 02:09:34,"32,402,138,879 XP"
2025-02-22 02:10:34,"32,406,903,294 XP"
2025-02-22 02:11:34,"32,411,739,775 XP"
2025-02-22 02:12:34,"32,416,568,241 XP"
2025-02-22 02:13:34,"32,421,316,637 XP"
2025-02-22 02:14:34,"32,426,153,119 XP"
2025-02-22 02:15:34,"32,430,989,603 XP"
2025-02-22 02:16:34,"32,435,746,008 XP"
2025-02-22 02:17:34,"32,440,574,488 XP"
2025-02-22 02:18:34,"32,445,410,970 XP"
2025-02-22 02:19:34,"32,450,159,366 XP"
2025-02-22 02:20:34,"32,454,971,831 XP"
2025-02-22 02:21:34,"32,459,816,329 XP"
2025-02-22 02:22:34,"32,464,604,762 XP"
2025-02-22 02:23:34,"32,469,441,248 XP"
2025-02-22 02:24:34,"32,474,189,645 XP"
2025-02-22 02:25:34,"32,479,026,123 XP"
2025-02-22 02:26:34,"32,483,862,608 XP"
2025-02-22 02:27:34,"32,488,611,015 XP"
2025-02-22 02:28:34,"32,493,447,505 XP"
2025-02-22 02:29:34,"32,498,275,975 XP"
2025-02-22 02:30:34,"32,503,032,389 XP"
2025-02-22 02:31:34,"32,507,868,870 XP"
2025-02-22 02:32:35,"32,512,689,340 XP"
2025-02-22 02:33:35,"32,517,469,761 XP"
2025-02-22 02:34:35,"32,522,258,197 XP"
2025-02-22 02:35:35,"32,527,086,666 XP"
2025-02-22 02:36:35,"32,531,851,078 XP"
2025-02-22 02:37:35,"32,536,703,567 XP"
2025-02-22 02:38:35,"32,541,475,985 XP"
2025-02-22 02:39:35,"32,546,312,468 XP"
2025-02-22 02:40:35,"32,551,076,889 XP"
2025-02-22 02:41:35,"32,555,921,378 XP"
2025-02-22 02:42:35,"32,560,685,791 XP"
2025-02-22 02:43:35,"32,565,538,287 XP"
2025-02-22 02:44:35,"32,570,302,697 XP"
2025-02-22 02:45:35,"32,575,155,195 XP"
2025-02-22 02:46:35,"32,579,911,598 XP"
2025-02-22 02:47:35,"32,584,764,097 XP"
2025-02-22 02:48:35,"32,589,528,507 XP"
2025-02-22 02:49:35,"32,594,381,007 XP"
2025-02-22 02:50:35,"32,599,129,402 XP"
2025-02-22 02:51:35,"32,603,965,886 XP"
2025-02-22 02:52:35,"32,608,754,312 XP"
2025-02-22 02:53:35,"32,613,582,791 XP"
2025-02-22 02:54:35,"32,618,379,231 XP"
2025-02-22 02:55:35,"32,623,183,683 XP"
2025-02-22 02:56:35,"32,628,012,161 XP"
2025-02-22 02:57:35,"32,632,776,574 XP"
2025-02-22 02:58:35,"32,637,613,060 XP"
2025-02-22 02:59:35,"32,642,377,468 XP"
2025-02-22 03:00:35,"32,646,999,394 XP"
2025-02-22 03:01:35,"32,651,450,437 XP"
2025-02-22 03:02:35,"32,655,842,434 XP"
2025-02-22 03:03:35,"32,660,300,843 XP"
2025-02-22 03:04:35,"32,664,766,639 XP"
2025-02-22 03:05:35,"32,669,143,869 XP"
2025-02-22 03:06:35,"32,673,609,661 XP"
2025-02-22 03:07:35,"32,677,994,261 XP"
2025-02-22 03:08:35,"32,682,452,690 XP"
2025-02-22 03:09:35,"32,686,844,699 XP"
2025-02-22 03:10:35,"32,691,303,118 XP"
2025-02-22 03:11:35,"32,695,761,561 XP"
2025-02-22 03:12:35,"32,700,146,169 XP"
2025-02-22 03:13:35,"32,704,604,584 XP"
2025-02-22 03:14:35,"32,709,063,004 XP"
2025-02-22 03:15:35,"32,713,447,616 XP"
2025-02-22 03:16:35,"32,717,906,038 XP"
2025-02-22 03:17:35,"32,722,290,637 XP"
2025-02-22 03:18:35,"32,726,763,823 XP"
2025-02-22 03:19:35,"32,731,207,488 XP"
2025-02-22 03:20:35,"32,735,569,959 XP"
2025-02-22 03:21:35,"32,740,013,602 XP"
2025-02-22 03:22:35,"32,744,435,120 XP"
2025-02-22 03:23:35,"32,748,908,294 XP"
2025-02-22 03:24:35,"32,753,366,703 XP"
2025-02-22 03:25:35,"32,757,751,304 XP"
2025-02-22 03:26:35,"32,762,209,720 XP"
2025-02-22 03:27:35,"32,766,594,319 XP"
2025-02-22 03:28:35,"32,771,067,495 XP"
2025-02-22 03:29:35,"32,775,452,101 XP"
2025-02-22 03:30:35,"32,779,925,287 XP"
2025-02-22 03:31:35,"32,784,317,254 XP"
2025-02-22 03:32:35,"32,788,775,666 XP"
2025-02-22 03:33:35,"32,793,167,651 XP"
2025-02-22 03:34:35,"32,797,640,838 XP"
2025-02-22 03:35:36,"32,802,040,209 XP"
2025-02-22 03:36:36,"32,806,491,248 XP"
2025-02-22 03:37:36,"32,810,949,678 XP"
2025-02-22 03:38:36,"32,815,349,042 XP"
2025-02-22 03:39:36,"32,819,807,443 XP"
2025-02-22 03:40:36,"32,824,199,432 XP"
2025-02-22 03:41:36,"32,828,657,853 XP"
2025-02-22 03:42:36,"32,833,049,837 XP"
2025-02-22 03:43:36,"32,837,515,659 XP"
2025-02-22 03:44:36,"32,841,900,252 XP"
2025-02-22 03:45:36,"32,846,358,673 XP"
2025-02-22 03:46:36,"32,850,817,081 XP"
2025-02-22 03:47:36,"32,855,216,437 XP"
2025-02-22 03:48:36,"32,859,630,575 XP"
2025-02-22 03:49:36,"32,864,074,206 XP"
2025-02-22 03:50:36,"32,868,517,862 XP"
2025-02-22 03:51:36,"32,872,939,363 XP"
2025-02-22 03:52:36,"32,877,375,643 XP"
2025-02-22 03:53:36,"32,881,826,694 XP"
2025-02-22 03:54:36,"32,886,218,673 XP"
2025-02-22 03:55:36,"32,890,684,476 XP"
2025-02-22 03:56:36,"32,895,083,839 XP"
2025-02-22 03:57:36,"32,899,505,363 XP"
2025-02-22 03:58:36,"32,903,949,033 XP"
2025-02-22 03:59:36,"32,908,355,799 XP"
2025-02-22 04:00:36,"32,913,559,341 XP"
2025-02-22 04:01:36,"32,919,244,364 XP"
2025-02-22 04:02:36,"32,924,986,621 XP"
2025-02-22 04:03:36,"32,930,719,342 XP"
2025-02-22 04:04:36,"32,936,423,453 XP"
2025-02-22 04:05:36,"32,942,194,326 XP"
2025-02-22 04:06:36,"32,947,879,346 XP"
2025-02-22 04:07:36,"32,953,573,906 XP"
2025-02-22 04:08:36,"32,959,363,847 XP"
2025-02-22 04:09:36,"32,965,048,863 XP"
2025-02-22 04:10:36,"32,970,791,114 XP"
2025-02-22 04:11:36,"32,976,514,293 XP"
2025-02-22 04:12:36,"32,982,218,398 XP"
2025-02-22 04:13:36,"32,987,998,812 XP"
2025-02-22 04:14:36,"32,993,683,831 XP"
2025-02-22 04:15:36,"32,999,368,864 XP"
2025-02-22 04:16:36,"33,005,149,271 XP"
2025-02-22 04:17:36,"33,010,834,295 XP"
2025-02-22 04:18:36,"33,016,614,720 XP"
2025-02-22 04:19:36,"33,022,299,744 XP"
2025-02-22 04:20:36,"33,027,994,310 XP"
2025-02-22 04:21:36,"33,033,736,561 XP"
2025-02-22 04:22:36,"33,039,469,284 XP"
2025-02-22 04:23:36,"33,045,173,398 XP"
2025-02-22 04:24:36,"33,050,953,815 XP"
2025-02-22 04:25:36,"33,056,638,840 XP"
2025-02-22 04:26:36,"33,062,419,252 XP"
2025-02-22 04:27:36,"33,068,113,822 XP"
2025-02-22 04:28:36,"33,073,789,309 XP"
2025-02-22 04:29:36,"33,079,579,262 XP"
2025-02-22 04:30:36,"33,085,273,828 XP"
2025-02-22 04:31:36,"33,090,958,859 XP"
2025-02-22 04:32:36,"33,096,748,811 XP"
2025-02-22 04:33:36,"33,102,443,366 XP"
2025-02-22 04:34:36,"33,108,128,386 XP"
2025-02-22 04:35:36,"33,113,908,796 XP"
2025-02-22 04:36:36,"33,119,603,354 XP"
2025-02-22 04:37:37,"33,125,383,767 XP"
2025-02-22 04:38:37,"33,131,068,785 XP"
2025-02-22 04:39:37,"33,136,763,355 XP"
2025-02-22 04:40:37,"33,142,543,776 XP"
2025-02-22 04:41:37,"33,148,228,790 XP"
2025-02-22 04:42:37,"33,154,009,195 XP"
2025-02-22 04:43:37,"33,159,694,225 XP"
2025-02-22 04:44:37,"33,165,379,248 XP"
2025-02-22 04:45:37,"33,171,150,121 XP"
2025-02-22 04:46:37,"33,176,835,137 XP"
2025-02-22 04:47:37,"33,182,625,085 XP"
2025-02-22 04:48:37,"33,188,310,116 XP"
2025-02-22 04:49:37,"33,194,033,301 XP"
